Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides sample_1,Peptides sample_10,Peptides sample_11,Peptides sample_12,Peptides sample_13,Peptides sample_14,Peptides sample_2,Peptides sample_3,Peptides sample_4,Peptides sample_5,Peptides sample_6,Peptides sample_7,Peptides sample_8,Peptides sample_9,Razor + unique peptides sample_1,Razor + unique peptides sample_10,Razor + unique peptides sample_11,Razor + unique peptides sample_12,Razor + unique peptides sample_13,Razor + unique peptides sample_14,Razor + unique peptides sample_2,Razor + unique peptides sample_3,Razor + unique peptides sample_4,Razor + unique peptides sample_5,Razor + unique peptides sample_6,Razor + unique peptides sample_7,Razor + unique peptides sample_8,Razor + unique peptides sample_9,Unique peptides sample_1,Unique peptides sample_10,Unique peptides sample_11,Unique peptides sample_12,Unique peptides sample_13,Unique peptides sample_14,Unique peptides sample_2,Unique peptides sample_3,Unique peptides sample_4,Unique peptides sample_5,Unique peptides sample_6,Unique peptides sample_7,Unique peptides sample_8,Unique peptides sample_9,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Experiment sample_1,Experiment sample_10,Experiment sample_11,Experiment sample_12,Experiment sample_13,Experiment sample_14,Experiment sample_2,Experiment sample_3,Experiment sample_4,Experiment sample_5,Experiment sample_6,Experiment sample_7,Experiment sample_8,Experiment sample_9,PEP,Ratio H/L,Ratio H/L normalized,Ratio H/L variability [%],Ratio H/L count,Ratio H/L sample_1,Ratio H/L normalized sample_1,Ratio H/L variability [%] sample_1,Ratio H/L count sample_1,Ratio H/L sample_10,Ratio H/L normalized sample_10,Ratio H/L variability [%] sample_10,Ratio H/L count sample_10,Ratio H/L sample_11,Ratio H/L normalized sample_11,Ratio H/L variability [%] sample_11,Ratio H/L count sample_11,Ratio H/L sample_12,Ratio H/L normalized sample_12,Ratio H/L variability [%] sample_12,Ratio H/L count sample_12,Ratio H/L sample_13,Ratio H/L normalized sample_13,Ratio H/L variability [%] sample_13,Ratio H/L count sample_13,Ratio H/L sample_14,Ratio H/L normalized sample_14,Ratio H/L variability [%] sample_14,Ratio H/L count sample_14,Ratio H/L sample_2,Ratio H/L normalized sample_2,Ratio H/L variability [%] sample_2,Ratio H/L count sample_2,Ratio H/L sample_3,Ratio H/L normalized sample_3,Ratio H/L variability [%] sample_3,Ratio H/L count sample_3,Ratio H/L sample_4,Ratio H/L normalized sample_4,Ratio H/L variability [%] sample_4,Ratio H/L count sample_4,Ratio H/L sample_5,Ratio H/L normalized sample_5,Ratio H/L variability [%] sample_5,Ratio H/L count sample_5,Ratio H/L sample_6,Ratio H/L normalized sample_6,Ratio H/L variability [%] sample_6,Ratio H/L count sample_6,Ratio H/L sample_7,Ratio H/L normalized sample_7,Ratio H/L variability [%] sample_7,Ratio H/L count sample_7,Ratio H/L sample_8,Ratio H/L normalized sample_8,Ratio H/L variability [%] sample_8,Ratio H/L count sample_8,Ratio H/L sample_9,Ratio H/L normalized sample_9,Ratio H/L variability [%] sample_9,Ratio H/L count sample_9,Sequence coverage sample_1 [%],Sequence coverage sample_10 [%],Sequence coverage sample_11 [%],Sequence coverage sample_12 [%],Sequence coverage sample_13 [%],Sequence coverage sample_14 [%],Sequence coverage sample_2 [%],Sequence coverage sample_3 [%],Sequence coverage sample_4 [%],Sequence coverage sample_5 [%],Sequence coverage sample_6 [%],Sequence coverage sample_7 [%],Sequence coverage sample_8 [%],Sequence coverage sample_9 [%],Intensity,Intensity L,Intensity H,Intensity sample_1,Intensity L sample_1,Intensity H sample_1,Intensity sample_10,Intensity L sample_10,Intensity H sample_10,Intensity sample_11,Intensity L sample_11,Intensity H sample_11,Intensity sample_12,Intensity L sample_12,Intensity H sample_12,Intensity sample_13,Intensity L sample_13,Intensity H sample_13,Intensity sample_14,Intensity L sample_14,Intensity H sample_14,Intensity sample_2,Intensity L sample_2,Intensity H sample_2,Intensity sample_3,Intensity L sample_3,Intensity H sample_3,Intensity sample_4,Intensity L sample_4,Intensity H sample_4,Intensity sample_5,Intensity L sample_5,Intensity H sample_5,Intensity sample_6,Intensity L sample_6,Intensity H sample_6,Intensity sample_7,Intensity L sample_7,Intensity H sample_7,Intensity sample_8,Intensity L sample_8,Intensity H sample_8,Intensity sample_9,Intensity L sample_9,Intensity H sample_9
P38122,P38122,2,2,2,3-methyl-2-oxobutanoate hydroxymethyltransferase,ECM31,>sp|P38122|PANB_YEAST 3-methyl-2-oxobutanoate hydroxymethyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM31 PE=1 SV=1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,11.9,11.9,11.9,34.465,312,312,1,31,1,6,4,2,2,2,1,1,2,2,3,1,2,2,1.07E-12,0.78422,0.79444,14.851,29,NaN,NaN,NaN,1,0.94426,0.90446,8.2342,4,0.69704,0.89156,13.283,4,0.95209,0.88961,10.254,2,0.84286,0.82794,17.021,2,0.88098,0.8871,9.2101,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,0.73632,0.71946,3.4904,2,0.79061,0.83308,3.1728,2,0.79222,0.75804,8.1654,3,NaN,NaN,NaN,1,0.76567,0.7074,16.41,2,0.74426,0.70192,5.4093,2,6.4,11.9,11.9,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,434940000,245930000,189010000,26463000,14361000,12102000,56163000,29901000,26263000,63497000,37818000,25679000,16243000,7919500,8323600,11286000,5681400,5604400,81743000,43128000,38614000,2380800,1628400,752330,33287000,22929000,10359000,5099200,2828400,2270900,69985000,41946000,28038000,43644000,23374000,20271000,3592700,2238600,1354100,11005000,6182300,4822600,10550000,5995800,4554400
P38127,P38127,5,5,5,Mitochondrial carrier protein RIM2,RIM2,>sp|P38127|RIM2_YEAST Mitochondrial carrier protein RIM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM2 PE=3 SV=1,1,5,5,5,2,0,3,2,1,3,1,2,4,1,2,1,2,2,2,0,3,2,1,3,1,2,4,1,2,1,2,2,2,0,3,2,1,3,1,2,4,1,2,1,2,2,20.7,20.7,20.7,42.101,377,377,1,29,2,,3,2,1,4,1,2,5,1,3,1,2,2,1.89E-23,0.88961,0.91969,22.836,26,0.95786,1.0154,0.20775,2,NaN,NaN,NaN,0,0.54542,0.6716,16.917,2,0.79457,0.74523,0.84186,2,NaN,NaN,NaN,1,1.3419,1.3041,10.819,3,NaN,NaN,NaN,1,0.88236,0.94504,2.5084,2,0.76285,0.75003,28.398,4,NaN,NaN,NaN,1,0.77372,0.7284,8.5384,3,NaN,NaN,NaN,1,1.1233,1.0597,14.226,2,1.0732,1.0313,3.763,2,6.1,0,12.5,6.1,2.7,8.5,2.7,6.1,18.3,2.7,6.1,2.7,6.1,6.1,287050000,145980000,141070000,35954000,15551000,20403000,0,0,0,19124000,11881000,7242900,10789000,5929600,4859700,2604100,1335300,1268800,54484000,21309000,33175000,2253900,1007500,1246300,76338000,37099000,39239000,43010000,27870000,15140000,13333000,7668600,5664100,14362000,8032000,6329900,2410400,1480200,930180,4621900,2492800,2129100,7767400,4325200,3442200
P38129,P38129,5,5,5,Transcription initiation factor TFIID subunit 5,TAF5,>sp|P38129|TAF5_YEAST Transcription initiation factor TFIID subunit 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF5 PE=1 SV=1,1,5,5,5,0,2,1,2,1,2,2,3,1,2,3,2,2,3,0,2,1,2,1,2,2,3,1,2,3,2,2,3,0,2,1,2,1,2,2,3,1,2,3,2,2,3,11.2,11.2,11.2,88.967,798,798,1,43,,3,1,6,2,2,4,3,2,2,4,5,4,5,1.31E-20,0.75883,0.77255,20.546,37,NaN,NaN,NaN,0,1.0907,1.0363,0,2,NaN,NaN,NaN,0,0.87966,0.89412,23.317,6,0.61447,0.59803,0,2,NaN,NaN,NaN,1,0.78991,0.77192,10.023,4,0.62481,0.68104,11.134,2,0.80085,0.81506,7.5744,2,NaN,NaN,NaN,1,0.71031,0.64199,24.196,3,0.57263,0.66516,17.819,5,0.9287,0.87132,14.255,4,0.71338,0.73026,11.661,5,0,4,1.9,4.6,2.5,4.4,4.6,6.1,2.1,4.4,6.5,4.6,4.6,7.1,803060000,441730000,361330000,0,0,0,23692000,11801000,11891000,0,0,0,137210000,67514000,69699000,47361000,29006000,18354000,32885000,17625000,15260000,62712000,35823000,26889000,50159000,29926000,20233000,46351000,22516000,23835000,38788000,17047000,21740000,62588000,32889000,29699000,125700000,77868000,47831000,61366000,31490000,29875000,114240000,68222000,46021000
P38130,P38130,2,2,2,Probable mannosyltransferase KTR3,KTR3,>sp|P38130|KTR3_YEAST Probable mannosyltransferase KTR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KTR3 PE=1 SV=1,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,5,5,5,47.482,404,404,1,38,3,3,2,2,,2,2,4,4,4,3,3,2,4,5.22E-09,1.1249,1.17,27.837,31,1.0466,1.0528,57.47,3,0.88724,0.83347,0.29358,2,0.95229,1.1314,5.8899,2,1.2503,1.202,1.4709,2,NaN,NaN,NaN,0,1.5823,1.542,8.5317,2,1.0914,1.1042,4.7362,2,1.2267,1.3144,14.855,3,1.014,1.002,4.1642,3,1.2149,1.2598,12.345,2,1.4013,1.4581,24.244,3,0.95715,1.1824,1.4865,2,1.414,1.3169,1.1926,2,0.92166,0.90401,32.122,3,5,5,5,5,0,5,5,5,5,5,5,5,5,5,389470000,178440000,211030000,42130000,18996000,23134000,19819000,10650000,9168300,22697000,11917000,10779000,32996000,16593000,16403000,0,0,0,29932000,11862000,18070000,13657000,5652100,8005100,60148000,27976000,32172000,48757000,24487000,24269000,26321000,10371000,15950000,36606000,14210000,22396000,15353000,7818200,7534900,14833000,4518200,10315000,26224000,13387000,12837000
P38131,P38131,3,3,3,Probable mannosyltransferase KTR4,KTR4,>sp|P38131|KTR4_YEAST Probable mannosyltransferase KTR4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KTR4 PE=1 SV=1,1,3,3,3,3,2,1,1,0,2,3,3,2,2,3,0,1,1,3,2,1,1,0,2,3,3,2,2,3,0,1,1,3,2,1,1,0,2,3,3,2,2,3,0,1,1,9.5,9.5,9.5,54.555,464,464,1,29,4,3,1,1,,3,3,4,2,3,3,,1,1,2.86E-29,1.2991,1.2766,21.429,24,0.98211,1.0993,10.434,3,1.4646,1.36,8.6474,3,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,1.2707,1.2766,11.213,3,1.1879,1.1455,10.091,2,1.2735,1.3085,9.4727,3,NaN,NaN,NaN,1,1.6493,1.4685,8.6136,3,1.3855,1.2964,43.771,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,1,9.5,6.2,2.2,4.1,0,6.2,9.5,9.5,7.3,5.4,9.5,0,4.1,2.2,184100000,76701000,107400000,28255000,12845000,15410000,7093300,3127000,3966300,3600000,1723400,1876600,5256600,1491300,3765300,0,0,0,38000000,17387000,20613000,25428000,10639000,14789000,27379000,11622000,15756000,4404600,1258400,3146200,11502000,3573000,7929400,12935000,2540300,10395000,0,0,0,19494000,10142000,9351300,749400,352130,397270
P38132,P38132,3,3,3,DNA replication licensing factor MCM7,MCM7,>sp|P38132|MCM7_YEAST DNA replication licensing factor MCM7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCM7 PE=1 SV=4,1,3,3,3,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,5.1,5.1,5.1,94.942,845,845,1,17,1,,,,2,1,3,1,1,2,2,2,1,1,2.07E-08,0.87314,0.84918,31.761,15,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.1066,1.1011,0,2,NaN,NaN,NaN,1,0.87314,0.9017,0,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,0.87796,0.86813,0,2,0.51509,0.49071,77.557,2,0.63746,0.81226,0,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1.4,0,0,0,1.4,1.4,1.4,1.5,1.4,1.4,3.6,1.4,1.4,1.4,149760000,85188000,64570000,5048000,3316000,1732000,0,0,0,0,0,0,0,0,0,16290000,6352700,9937000,8048500,4786200,3262300,18328000,8294700,10033000,0,0,0,7810600,4426000,3384600,10145000,5307200,4837800,42248000,28552000,13696000,24586000,15537000,9048200,11935000,5763400,6171100,5320600,2852700,2467900
P38137,P38137,16,16,16,Peroxisomal-coenzyme A synthetase,PCS60,>sp|P38137|FAT2_YEAST Peroxisomal-coenzyme A synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCS60 PE=1 SV=1,1,16,16,16,12,8,11,12,11,8,12,12,10,13,12,14,13,8,12,8,11,12,11,8,12,12,10,13,12,14,13,8,12,8,11,12,11,8,12,12,10,13,12,14,13,8,47,47,47,60.488,543,543,1,221,21,12,18,18,12,10,15,16,14,20,16,18,21,10,0,0.13319,0.13355,59.135,193,0.10388,0.10085,61.366,18,0.3441,0.33084,23.268,11,0.098299,0.13179,70.33,13,0.17842,0.16804,38.485,15,0.14404,0.13997,24.598,12,0.59369,0.5716,7.4784,9,0.10742,0.10415,29.119,14,0.099399,0.09513,45.035,13,0.12166,0.12625,27.995,14,0.11129,0.11022,72.336,16,0.13073,0.11784,31.996,13,0.10574,0.12731,49.497,17,0.11997,0.114,23.058,19,0.31974,0.32866,17.142,9,33.3,22.3,37.4,34.1,32.2,21.7,32.8,38.7,29.3,38.9,37.4,41.6,36.8,24.1,16113000000,13941000000,2172800000,2368800000,2093800000,274970000,423260000,309100000,114160000,1321500000,1190900000,130670000,968690000,822160000,146530000,490350000,404160000,86186000,374660000,229570000,145090000,784330000,688570000,95762000,2558700000,2282300000,276340000,618150000,535050000,83096000,1850700000,1622200000,228530000,1356200000,1191500000,164770000,1648400000,1445700000,202680000,1001300000,873800000,127520000,348370000,251840000,96524000
P38138,P38138,5,5,5,Glucosidase 2 subunit alpha,ROT2,>sp|P38138|GLU2A_YEAST Glucosidase 2 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ROT2 PE=1 SV=1,1,5,5,5,5,4,3,4,2,2,2,3,3,4,4,2,3,3,5,4,3,4,2,2,2,3,3,4,4,2,3,3,5,4,3,4,2,2,2,3,3,4,4,2,3,3,8.2,8.2,8.2,110.26,954,954,1,51,5,5,4,5,2,2,2,4,3,6,5,2,3,3,1.34E-34,0.8914,0.87078,21.706,51,0.7397,0.84156,13.996,5,0.9753,0.93342,11.76,5,0.50606,0.62935,26.163,4,0.95135,0.87489,34.972,5,1.2713,1.1601,34.315,2,0.99662,0.94264,33.681,2,0.88637,0.87649,12.608,2,0.64533,0.68412,15.284,4,0.86613,0.85831,0.54705,3,0.96499,0.9774,15.923,6,0.98249,0.9558,15.193,5,0.71116,0.85993,5.4428,2,0.95522,0.87078,6.3156,3,0.99742,0.96983,37.322,3,8.2,6.7,5.5,6.7,3.2,3.7,3.2,5.5,5.5,6,6.7,3.2,4.5,5.5,998020000,521810000,476210000,169240000,84987000,84256000,81540000,42218000,39322000,88041000,54559000,33482000,67753000,33684000,34068000,14101000,7370900,6729700,37243000,18155000,19087000,15082000,7820300,7262100,131190000,67361000,63825000,32126000,19931000,12195000,169790000,82526000,87260000,96282000,49917000,46365000,15021000,9075300,5946100,31778000,15876000,15902000,48842000,28328000,20514000
P38139,P38139,2,2,2,Lipid droplet hydrolase 1,LDH1,>sp|P38139|LDH1_YEAST Lipid droplet hydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LDH1 PE=1 SV=2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.6,9.6,9.6,43.286,375,375,1,2,,,,,,1,,,,,,,1,,1.32E-10,0.81954,0.8451,58.156,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0,0,0,0,0,3.5,0,0,0,0,0,0,6.1,0,66456000,38216000,28241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36096000,23378000,12718000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30361000,14838000,15522000,0,0,0
P38143,P38143,4,2,2,Glutathione peroxidase 2,GPX2,>sp|P38143|GPX2_YEAST Glutathione peroxidase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPX2 PE=1 SV=1,1,4,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24.1,13,13,18.406,162,162,1,3,,,,,,3,,,,,,,,,2.80E-10,1.0243,1.0136,83.516,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.0243,1.0136,83.516,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,6.2,6.2,6.2,6.2,6.2,19.1,6.2,11.1,6.2,6.2,6.2,6.2,6.2,6.2,60697000,19459000,41239000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60697000,19459000,41239000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P38144,P38144,15,15,15,ISWI chromatin-remodeling complex ATPase ISW1,ISW1,>sp|P38144|ISW1_YEAST ISWI chromatin-remodeling complex ATPase ISW1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ISW1 PE=1 SV=2,1,15,15,15,9,11,7,8,3,11,9,9,6,9,8,8,7,9,9,11,7,8,3,11,9,9,6,9,8,8,7,9,9,11,7,8,3,11,9,9,6,9,8,8,7,9,17.7,17.7,17.7,131.1,1129,1129,1,145,15,14,7,11,4,13,10,12,8,11,10,10,9,11,1.11E-95,0.98379,1.0229,37.548,136,0.87646,0.96359,14.82,15,0.89213,0.87567,32.932,13,0.77302,1.011,13.136,7,1.1085,1.0869,10.837,10,0.9391,0.94407,15.362,4,1.2886,1.3131,25.971,11,0.92496,0.92185,78.045,8,0.95703,0.99683,14.508,11,0.98561,1.0118,10.86,8,1.0149,1.0528,17.175,11,1.1629,1.169,17.968,10,0.80653,0.95413,73.479,9,1.1797,1.0709,65.637,9,0.85135,0.85761,13.172,10,10.3,12.7,8.6,10,3.8,12.5,10,11,7.9,10.6,10,9.1,7.9,10.8,3115700000,1546300000,1569400000,450450000,242160000,208280000,206050000,104960000,101090000,183790000,103430000,80363000,208000000,94461000,113540000,42685000,21212000,21473000,280680000,118070000,162620000,102910000,55330000,47584000,466410000,233410000,232990000,122400000,56304000,66095000,306950000,147970000,158980000,233550000,110500000,123040000,230270000,118960000,111310000,140450000,67463000,72991000,141140000,72095000,69050000
P38145,P38145,7,7,7,Riboflavin synthase,RIB5,>sp|P38145|RISA_YEAST Riboflavin synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB5 PE=1 SV=1,1,7,7,7,3,2,2,1,1,5,4,3,1,4,2,2,3,1,3,2,2,1,1,5,4,3,1,4,2,2,3,1,3,2,2,1,1,5,4,3,1,4,2,2,3,1,29.4,29.4,29.4,26.195,238,238,1,46,5,3,3,1,1,7,5,4,2,6,2,2,3,2,6.59E-77,1.4535,1.5064,72.104,35,1.3882,1.5301,33.562,3,1.1362,1.1517,13.884,3,1.2966,1.6923,11.351,2,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.46392,0.46568,153.26,7,1.9199,1.8401,53.74,2,1.4988,1.5064,25.803,3,1.5009,1.4847,0,2,1.632,1.6181,31.086,5,1.8314,1.8214,42.887,2,1.8398,2.1325,33.234,2,2.0619,1.8937,28.965,2,NaN,NaN,NaN,1,18.1,13,13,6.7,6.7,28.6,17.6,18.1,6.3,18.5,11.3,11.3,17.6,6.3,1487400000,689320000,798050000,185220000,81840000,103380000,75812000,39882000,35930000,42318000,17586000,24731000,19433000,5090000,14343000,0,0,0,567780000,299890000,267890000,26089000,9387500,16702000,206600000,87368000,119230000,27703000,10624000,17078000,205990000,86307000,119680000,55896000,19685000,36211000,35086000,14169000,20918000,26027000,9061300,16965000,13418000,8432300,4985900
P38146,P38146,2,2,2,GTP-binding protein YPT10,YPT10,>sp|P38146|YPT10_YEAST GTP-binding protein YPT10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT10 PE=1 SV=2,1,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,14.1,14.1,14.1,21.834,199,199,1,3,1,,1,,,,,,,1,,,,,6.16E-05,0.95344,1.0619,8.3883,3,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,6,0,8,0,0,0,0,0,0,6,0,0,0,0,42504000,20650000,21854000,22888000,10899000,11989000,0,0,0,3531500,1801200,1730300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16085000,7949600,8135000,0,0,0,0,0,0,0,0,0,0,0,0
P38148,P38148,1,1,1,Dual specificity protein phosphatase PPS1,PPS1,>sp|P38148|PPS1_YEAST Dual specificity protein phosphatase PPS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPS1 PE=1 SV=1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.9,1.9,1.9,91.684,807,807,1,2,,,,,,,,,1,,1,,,,0.0016829,0.54506,0.55168,16.368,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,1.9,0,1.9,0,0,0,19920000,11676000,8244300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12189000,7323700,4865100,0,0,0,7731600,4352400,3379200,0,0,0,0,0,0,0,0,0
P38149,P38149,3,3,3,Probable di- and tripeptidase DUG2,DUG2,>sp|P38149|DUG2_YEAST Probable di- and tripeptidase DUG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUG2 PE=1 SV=1,1,3,3,3,2,2,1,1,1,1,1,2,0,0,1,0,1,1,2,2,1,1,1,1,1,2,0,0,1,0,1,1,2,2,1,1,1,1,1,2,0,0,1,0,1,1,6.2,6.2,6.2,98.07,878,878,1,18,3,2,1,1,1,2,1,3,,,1,,1,2,3.31E-11,0.68883,0.69492,13.718,14,0.59232,0.67248,0,2,0.91181,0.88356,2.4143,2,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,0.58674,0.57288,0,2,NaN,NaN,NaN,1,0.69771,0.71777,0,2,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,0.68883,0.72365,0,2,3.9,3.9,2.3,1.6,1.6,1.6,1.6,3.9,0,0,1.6,0,1.6,1.6,227190000,122160000,105030000,27385000,14166000,13219000,27172000,12669000,14503000,0,0,0,16610000,9838700,6770900,0,0,0,33942000,17973000,15968000,13085000,5352400,7732500,50345000,32907000,17438000,0,0,0,0,0,0,19244000,10232000,9012800,0,0,0,12009000,5300100,6708600,27396000,13720000,13675000
P38151,P38151,1,1,1,PAB1-binding protein 2,PBP2,>sp|P38151|PBP2_YEAST PAB1-binding protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PBP2 PE=1 SV=1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,3.6,3.6,3.6,45.782,413,413,1,7,1,1,1,,,1,,1,,1,,,,1,0.00013325,0.89015,1.0148,27.638,7,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,1,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,1,3.6,3.6,3.6,0,0,3.6,0,3.6,0,3.6,0,0,0,3.6,77593000,38393000,39201000,4653300,2467900,2185400,7552200,4004500,3547700,9196400,5072100,4124300,0,0,0,0,0,0,9917800,4334000,5583800,0,0,0,33316000,16411000,16905000,0,0,0,8620500,3670300,4950100,0,0,0,0,0,0,0,0,0,4336900,2432800,1904100
